title	content
지금 핫게간 수학과 글 가장 무서운건 뭔지알아?	매일 꽈톡에 민원 나오고 오늘은 핫게까지 가서 조리돌림당하는데  그 어떤 제지나 톡방에서 주의,경고 등의 조치가 아예 없다는 것  흠;;
학부생 허접 허~접♡	학부생 허접 허~접♡  대뇌용량 완.전.작.아♡  시험범위씨 한 단원 쿵.쿵.할 때 마다  편도체짱 큥!하고 찌릿찌릿?!✨  지능 50씩 떨어져버려♡  『학부생의 주제』를 깨달아버려♡  업.보.타.락.해버려♡
자위가 섹스보다 좋은 점	할 수 있다!
공부해서 명문대온 내 노력은 어디가고	얼굴 하나 잘생기게 태어난 성격박살 양아치 딸배가 더 인기많은거냐
누가 모든 글에 따봉 하나씩 박네	ㅋㅋㅋ
전전 학우들에게 엄중嚴重히 경고警告한다.	근래 고려대학고 에브리타임 새내기게시판을 어지럽히고 있는 전전 일부 학우들의 방종이 더 이상 참아줄 수 없는 지경에 이르렀다.  당장 오늘 오후 9시경에도 자신이 전전임을 밝히며 ‘전전 ㄱ@ㅊ 나랑 사귀자’ 라는 내용의 오만방자한 글이 올라온 바 있다.  해당 게시글은 곧장 누군가의 통렬한 일침을 받고 삭제되었지만, 예전부터 게시판의 사유화를 시도하는 무리가 전전에 있다는 것이 실로 개탄스럽다.  반성하라, 전전이여! 에타는 그대들의 놀이터가 아니다!  앞으로 글을 쓸 때에 본인의 생각 없는 언동이, 더 나아가 전전이라는 학과를 밝히고 글을 쓰는 것 자체가 학과의 명예를 실추시킬 수 있다는 것을 분명히 주지해야 할 것이다
ㄹㅇ로 내일 시험 망한 사람만	추천 눌러라…일단 나.. 기만자 사절
핫게 입실렌티 썰 보니까 올해는 좀 그러지 말자 얘들아..	진짜 자리가 없다면 그래 당연히 껴줄 수 없지 빈공간이 아예 없으니까 근데 옆에 빈공간 있는데 모르는 사람이니까 껴주지말자..? 대체 어떤 싸가지임? 그럴거면 저 모퉁이가서 원만들던가 원래 원은 같이 온사람들끼리만 만들어야하는 행사가 입실렌티고 합동응원이었음? 모르는 사람은 같
얘네보다 학점 낮으면 개추ㅋㅋ	ㅋㅋ
근데 중간을 망쳐도 우울해할 필요가 없는게 뭐냐면	기말을 잘 보면 됨
나 같은 사람 있어?	개좆됐는데 누워서 폰 하는 사람 무조건 극한의 상황에 와야 공부 시작하는 사람 그러다가 놔버리는 사람 공부 하기가 너무 싫다
오 나 좀 대단한듯	난 젊고 노력해서 고대에 왔어 먼저 길을 걸어간 선배들이 많아 배우고 싶은 게 많고 하고 싶은 것도 많아 세운 목표들을 다 이룰 거야
새내기라 행복해	시험 어쩌라고~ 과제 저쩌라고~ 그냥 나만 행복하면 되는거 아니야? 즐겁게 살면 되는거 아니야? 나중가서 후회한다고? 마인드를 고쳐먹어! 즐기면서 산다면, 힘든 시기에도 즐길 수 있잖아! 뭔 헛소리를 하냐고? ㅋㅋ 넌 마인드부터 고쳐라. 그러면 이 세상 견디지 못한다. 나도 새내기야! 나이가 다를 순 있겠지 집이 잘 사는 것도 아니지. 근데 왜 그러냐고?? 이렇게 살아오니까 주변 사람들도 진심으로 좋아해주고 친근하게 다가와 주고, 어느 상황에서도 잘 풀어 갈 수 있더라. 중고딩 생활도 그랬지. 친구들만이 아니라 선생님들도 다 좋아하시는. 물론,, 소심하기에 이것저것 따지는 것들이 많아 그래도!! 긍정이 최고야. 너네도 할 수 있어!
정정당당하게	수업시간에 한 공부만으로 승부보자. 치사하게 집에서도 공부하기 없다~
시험 교수 피피티 내용 학생 머리에 넣어서 학생은 앙이라고 하고 교수는 개좋아함 교수 피피티 내용 ㅈㄴ 많음	
슬슬 “씨쁠버스” 타고 싶어지네..	* 씨쁠버스란?  어차피 좆댄 학점 하나라도 씨쁠 받아서 재수강하면 에제라고 나대는 전략
847	공군 847 힘내고 잘 갔다오자
치타는	좆됐다
아무래도 음경이 된것같으면 개추ㅋㅋ	일단 나부터
종영 박하사탕 나올줄알고 예수영화 공부 안했으면개추 ㅋㅋㅋ	일단나부터 ㅋㅋㅋ
귀여운 쿠진스보고가	내가 보낸 택배~ 너를 위해 보냈지
아 교수님 엉덩이 때리고 싶다	책에서만 내신다면서요!!!!!!!!책에서만 내신다면서요!!!!!!!!책에서만 내신다면서요!!!!!!!!책에서만 내신다면서요!!!!!!!!책에서만 내신다면서요!!!!!!!!책에서만 내신다면서요!!!!!!!!책에서만 내신다면서요!!!!!!!!책에서만 내신다면서요!!!!!!!!책에서만 내신다
난 똥쌀때	에어팟으로 숨소리 asmr들어면서 싸는데 다른사람이 내 똥냄새를 맡는거같아서 흥분돼 가끔 걸쭉한 똥이 나올때가 진짜 기분좋아
외로운 사람들을 위한 여친 만드는 꿀팁	남친도 해당함
일화연 ㅈ된사람 개추	ㅋㅋ
방금 조용한 사무실에서 크게 뿡 방구뀜	본인 여자임 자살말리니까 조롱 안 받는다 위로만 받는다
이상한 글들	좋아요 올라가는 이유가 뭐임?
노동시장론	형평성에 너무 문제가 많네요. 교수님께서 수업시간에 계산기 사용하지 말라고 하셨는데 202호에서 갑자기 조교님이 쌀집계산기를 허락하시더라고요. 205호에서 본 학생이나 계산기를 안 가져온 학생은 어떻게 되는건지.. 그리고 202호에서 답안지와 시험지를 늦게 받은 학생에게 시간을
내 아내임	⠀
다이소에서 수갑 팖?	참살이 다이소에 수갑 파나요
배우고 때때로 익히면 졸립지 아니한가?	ㅇㅇ
수끼얏호우~~~~~	대수학 vs 소국어 위상수학 vs 아래하국어 미분기하학 vs 중초스탑흐흑 복소해석학 vs 단대달박두루미 선형대수학 vs 문동생소국어ㅋㅋㅋㅋㅋㅋㅋㅋ 편미분방정식 vs 불편중초공학생부종합전형ㄱ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 수끼얏호우~ 수끼얏호우~수끼얏호우~ 수끼얏호우~수끼얏호우~ 수끼얏호우~ 수~~끼룩끼룩끼룩끼룩!수~~끼룩끼룩끼룩끼룩!수~~끼룩끼룩끼룩끼룩!수~~끼룩끼룩끼룩끼룩! 수끼얏호우~ 수끼얏호우~수끼얏호우~ 수끼얏호우~수끼얏호우~ 수끼얏호우~ 수~~끼룩끼룩끼룩끼룩!수~~끼룩끼룩끼룩끼룩!수~~끼룩끼룩끼룩끼룩!수~~끼룩끼룩끼룩끼룩! 수~~~~~~~~리수리수리수리수리~~~~~~~~~~~~~ 수~~~~~~~~리수리수리수리수리~~~~~~~~~~~~~ 수~~~~~~~~리수리수리수리수리~~~~~~~~~~~~~ 수~~~~~~~~리수리수리수리수리~~~~~~~~~~~~~
커리 손으로 먹기 코치자켓을 공구한다.	정신 차려보니 날씨가 더워지고 있는데  커손연 회원들이 그럼에도 공구하자고 해서  회장은 디자인 노예로 굴려지고 있다
아카네단 개추폭격 ㄱㄱㄱㄱㄱ	진히로인이다
연애하려면 ㄹㅇ 자존감 높아야 됨	커뮤에서나 연애할라면 키 얼마, 얼굴 누구 급, 몸무게 얼마 이러지 현실에서는 절대 그렇지 않더라  오히려 자존감 높아보이고 성격 괜찮은 사람 만나면 첫인상보다 가면 갈수록 외모도 괜찮아보이는 느낌임  근자감x, 잘난척x, 오버하는 개그x  타인 앞에서 툭하면 자기 못생겼다고 자학 개그 치고 맨날 축 늘어져있고 허리 구부정해서 고개 숙이고 있고 눈도 잘 안 마주치고 말도 얼버무리면서 웃지도 않으면 별로 안 가까이 하고 싶음 외모도 더 못나보임 그러면  항상 청결하게 하고 다니면서 적당히 웃는 얼굴에 늘 어깨피고 오버하지 않으면서 적당한 텐션으로 대화 유쾌하게 잘 하는 사람은 충분히 본인의 외적인 단점도 극복할 수 있다고 봄
스즈메 야사시~	중간고사쿤
[시험기간의 리빙포인트]	휴 다행이다
오늘 저녁에 하스 노열 계셨던 여성분	앞머리 정리, 거울 보기, 거울 보면서 앞머리 정리, 볼빵빵 표정짓기, 눈땡글 표정짓기만 반복하시던데… 계속 그러시면 앞에옆에 사람들도 집중 안될 수밖에 없어요….안 예쁘시니깐 자제해주세요…
시험끝나고 침대에서 클래식듣는거 행복하다	오늘 마지막 시험 끝나자마자 일갔다가 방금 집와서 씻고 침대에 앉아서 조성진 연주듣는데 지상낙원이 따로없네..... 행복하다
잘 안 씻는 오타쿠 개선 방안 떠올랐다	인공지능을 접목한 인공 코를 만드는 거다… 코를 정수리에 갖다 대면 최애 목소리로  윽. 냄새나. 또는 으아~ 이게 무슨 냄새람~  캐릭터 성향에 맞춘 대사를 재생하는 거임
어제자 서울대 등록금 논란	
솔직히 아직도 에반게리온 사랑하면 개추 ㅋㅋ	절대 못 잃어~
저번학기에 깨달은 대학공부 원칙	- 영어자료는 수업 전에 다 번역해놓기 - 예복습 필수 - 교재, 강의노트 미리 정리해놓고 수업들으면서 속기 + 수업한 내용에 강조표시 - 시험기간은 시험 3주전 ~ 1주전까지로 하고, 시험 직전에는 여유롭게 점검만 - 과제, 퀴즈 받자마자 끝내기 - 족보 미리 확보  그리고 이 모든걸 깨닫고도 하나도 지키지 않아서 중간고사 지대로 망치고 학점세탁을 위해 휴학할 예정인 나
학관 새벽3시에 밴드하는 놈들 뭐임?	새벽 3시에 엠프 풀로 해놓고 밴드하는거 실화냐 도서관에서 공부하는 사람들이랑 근처 주민들 다 깨겠네 미친놈들인가
지금 백기 수면실에서 일어났는데	나 왜 갇힘
노래얼 진짜 미첬네	학관 지들만 쓰나 이 시간에 기타 엠프 풀로 틀고 드럼 치고 노래부르고 난리났네 아니 지금 새벽 3시야 미친놈들아
노래얼 동아리 항의하고 왔음	"지들 노래할땐 문 두드려도 나오지도 않음 아예 안들리는지 들리는데 무시하는건지... 노래 끝나고 다시 문 오지게 두드리니까 진짜 딱 봐도 불쾌한 표정으로 나오더니 알겠다고 하고 들어감 안에서 지들끼리 뒷담하는 소리 다 들림 ""지들이 알빠냐"" ""맞장까면됨ㅋㅋ"" 와.. 이게 고대생? 맞장 까면 된다는데 앞에서 말하시지... 왜 들어가서 말하시는지 의문이긴 한데? 일단 부회장 연락처에 문자 해놨다 답장 기다려봄 시험 공부중에 개빡친다 ㅋㅋㅋㅋ"
동기가 천원학식 학점순으로 짜른다고 하는데 맞나요?	?
내 상태…	ㅎㅎ
걍 수시러들은 적폐가 맞다	자기 전공 제대로 살려서 들어온 사람이랑 걍 점수 맞춰서 들어온 사람이  같은 과제, 시험에 내몰린다는 거 자체가 모순임 ㅅㅂ  걍 수시러들만 모아서 과제 내고 전공시험 보게 하고 정시러들은 자습시키고 삼차함수 추론 문제나 풀게 해주면 안 됨?
갑자기 니체가 개꼴린다	어떡해
생인신	퀴즈 4개 틀리고 84점 개같이멸망일까
클럽 못가게 하는 남친 너무하지 않냐는 글쓴아	쫄려서 글을 지워버림? 하난 나야 하는 너가 더 추하고 찐따같음 ㅋㅋ 내가 너보단 예쁠 듯 ^_^ 오히려 논리로 딸리고 감정 상하니까 욕설 나오고 불쌍하니 뭐니 얼굴 성격 알겠다느니 찐따같다느니 하는 너가 더 사회성 부족해 보임 너가 그렇게 잘난 거 같으면 걍 인스타 다 까고
개추 그만 박아라	
개추 박는다	뭔가 야하지않냐? 개추를 박는다고...? 헉😳
지금 중간 망쳤다고 우울해하는 새내기들	의치한약수 늦지않았다
자정진	제발 영상에서 계속 자문자답 때려놓고서 나보고 뭔 질문을 하라는거임 시험기간인것도개빡치는데진짜 남근같은감정을유발하네
이걸 병장님이 어떻게 아냐고욬ㅋㅋㅋㅋ	성장기에 열쇠가 뭔지 병장님이 알면....또르르 키빼고 다가진 남자 리바이
공대 한 학기 휴학	선배님들 안녕하세요 전화기 중 한 학과 재학중인 2학년 학부생입니다.  고등학생 때는 상경계열을 희망하다가 단순하게 취업이 잘 된다는 말만 듣고 공대에 입학했는데 1학년은 그럭저럭 넘겼지만 2학년 들어와서 본격적인 전공을 들으니 제 생각과는 많이 다르더라구요..  2학년 전공조차 이해하지 못하는데 공대에서 제가 앞으로 남은 전공들을 더 배우고 취업하는게 가능할 지 조차 의문이 들면서 심리적으로 굉장히 불안한 상태가 되었어요  이런 상황에서 인생을 조금 정비하며 진로를 확실히 정하는 시간을 가지고자 약간은 도피성으로 휴학을 생각해보았는데, 공과대학의 특성상 한 학기 휴학은 앞으로의 학기들이 많이 꼬인다고 들어서 먼저 이 길을 헤쳐나가신 선배님들의 조언을 듣고싶어서 글 남겨봅니다..!  긴 글 읽어주셔서 감사드리고 오늘도 좋은 하루 되세요:)
과탈	본인 소수관데 과탈했다 개추좀
☆시험 망친사람 필독☆	4/30(일) 까지 휴학하면 등록금 2/3 돌려줌 5/31(수) 까지 휴학하면 등록금 1/2 돌려줌  흐흐...흐흐흐
우리 인싸 분들은 혼자서는 공부 못함?	계속 무리지어 다니면서 시끄럽게 하네 시험 1분 전에도 떠드는 애들도 있더니
씨발	비질게
문과대 시험 특 ㅋㅋㅋㅋ	아
중지 알람 맞추고 쳐자지 마세요	ㄹㅇ 어지럽네
어이, '황태자원태인'.	에타 끄고 공부해라
* 건의사항*	학점 폐지해주세요. 그냥 좀 자유롭게 좀 다닐게요 예?
근데 ㄹㅇ 틀딱/코학번 갈라치기할라는게 아니고	코로나 이후로 사회성 ㅈ박은 애새끼들 많아지긴 함 특히 열람실 매너 <<<< 이거 탑재안한애들 존나많아짐  새내기가 병신같은건 매년 있는 일이라고 하지만,  열람실에서 육성으로 떠들기 열람실에서 육성으로 전화받기 열람실에서 욕하기 열람실에서 알람맞추고 잠자기  코시국 전에 '단 한번도' 못봄 ㅋㅋㅋㅋㅋㅋㅋ  다른건 몰라도 열람실에서 조용히하는건 진짜 두말하면 입아픈 상식인거같은데 어떻게 그런 최소한의 매너조차 못지키는 사람들이 수두룩해졌는지 신기할 따름임
부탁아닌 부탁임다	열람실 이용 끝나고 짐 쌀 때 “나는 공부 다 했다~! 나 집 갑니다요잉~!!!” 이라는 걸 온 몸으로 티내면서 시끄럽게 치우면서 가는 사람들 종종 있던데 조금만 조용히 치우면서 나가주면 안될까용...  그리고 앱/키오스크 퇴실처리까지 해주면 더 좋음!! 안 쓰는 자리 (짐 다 치운 자리) 꽤 있던데 앱 들어가보면 이용중이라고 떠서... 자리 잡아놓고 짐 놓고 어디 갔다오는 건 괜찮지만... 안 쓰는데 잡아놓는 건 좀 그래요잉  이상 사소한 불만충 이만 총총,,
잘 모르는 후배가 밥약해달라고 해서 밥사줬는데	밥약할 때도 뭔가 대화코드가 안 맞다고는 생각했는데 오늘 들으니까 내가 화장 촌스럽게 하고 돈 자랑하고 다닌다는 식으로 과 애들한테 뒷담까고 다녔다고 하네?ㅎㅎ . . . . . ㅆㄴ 개빡치네
[LG-POSCO 경영관 에스컬레이터 재가동 안내]	[LG-POSCO 경영관 에스컬레이터 재가동 안내] 안녕하세요, 고려대학교 경영학과 제55대 학생회 🎞FILM🎞입니다.  코로나 기간 동안 가동되지 않았던, 백주년삼성기념관과 LG-POSCO 경영관 사이 통로의 에스컬레이터가 재가동됩니다.  경영대 행정실 및 고려대학교 시설 관리팀과 대면 면담, 그리고 여러번의 문의를 통해 가동되지 않았던 이유와 현재 점검 상황에 대하여 안내를 들었으며, 제조사와 협의 이후 가동한다는 답을 받았습니다.  이후 오늘(4/25)부로 재가동이 시작되어, 현재 백주년기념관과 LG-POSCO 경영관 사이 통로를 이용하시는 모든 학우분들이 이용하실 수 있습니다.  항상 여러분들의 편의를 위해 노력하겠습니다. 앞으로도 많은 관심 부탁드립니다. 감사합니다.  *사업 담당자: 학생회장 이정원 *게시물 담당자: 제작홍보국원 박수빈
수면실에서 알람 맞추지 말아주세요	열람실에서 알람 맞추는 분들이 늘었다는 글을 보고, 진짜로 모르실 수도 있을 것 같아서 글 씁니다! 시험기간에 수면실 사용 시간은, 밤을 새고 잠깐 눈을 붙이는, 정말 소중한 시간일 수도 있습니다. 저도 그랬고요. 그런데 옆 자리 분 알람이 세 번이나 울리더라고요… 가뜩이나 잠
22학번.. 드디어 오늘자로 2000 찍었습니다...	수능 끝나고 바로 돈 벌기 시작해서 열심히 모았는데  중간에 라식+제주여행+부모님 해외여행 보내드림 다 합쳐서 400 정도 썼네요 :)  그래서 오늘에서야 드디어 2000만원 적금 찍었습니다ㅠㅠ 딱 1년 5개월 걸렸어요.. 너무 힘들었어서 주제넘게 축하받고 싶어서 왔습니다!  집안 형편이 어려워서 이걸로 교환학생 가려고요🥲
파워성교자살	?
경영 기준 가장 가성비 좋은 공부법	1. 피피티 개많으니까 일단 목차정리 2. 전공책 범위 같이 표시해주시는 교수님은 전공책 슬쩍 확인ㄱㄱ 이것도 일단은 목차만 대략 휙휙 보기 3. 피피티 1회독 근데 목차 정리한 거 한 번 읽고 시작해서 전체 흐름 머릿속에 넣어놓는 거임 4. 족보나 테뱅 풀고 5. 백지시험 목차 토대로 한 번 돌리고 (급하면 걍 생략해도 됨 시간 없으면 걍 제끼고) 6. 시험 직전 1시간은 무조건 빈 종이에 제일 중요해 보이는 이론이나 자잘한 내용 펜으로 직접 적으면서 필기ㄱㄱ 이때 시험 때 쓸 펜이랑 동일한 거 써야 함  물론 예외 있음 회계는 저거 못함 걍 ㅈㄴ 외우고 응용해야 됨 그래서 난 그냥 실제 재무제표 찾아서 분석해 봤음 사례로 들어가면 빡센 대신에 좀 ㄱㅊ음  그리고 조별과제랑 시험 둘 다 있으면 일단 조별과제는 웬만해서는 시험범위 사례응용인 거니까 우선 조별과제하고 시험공부는 차라리 벼락치기로 돌림 그럼 사례가 일단 하나 들어있으니까...  +) 추가로 자기가 조별과제에 좀 강하다 싶으면 차라리 조별과제 있는 강의 한 학기에 몰아넣는 거 나쁘지 않음 한 학기는 고생하지만 다음 학기는 좀 더 널널하게 과제랑 시험만 하면서 준비할 수 있으니까... 나 그래서 이번에 조별과제 4개 시험 4개임 기말에는 시험 6개로 늘지만..ㅎ  ++) 조별과제 할 때는 가이드라인이나 로드맵을 생각하고 토의ㄱㄱ 아니면 걍 바보들의 탁상공론 된다... 버스기사를 하라는 게 아님 적어도 회의를 뭐하지그러게쩝...이 안 되게끔 생산적으로 굴리라는 거임  그리고 원칙적으로 안 되니까 지양하는 게 맞지만 강의 백업 할 수 있으면 해두셈 녹음 정도만이라도...그러면 강의자료에 날짜별 진도 표시해 두면 막판 벼락치기할 때 도움이 꽤 됨 처음부터 쭉 들으라는 게 아니고 설명 헷갈리는 부분만,, 물론 원칙적으로는 안 됨!!! 오프더레코드임 뭔지알지
종영	1번 아예 안써서 30점 아래면 개추 ㅋㅋ
열람실에서 속삭인다고 괜찮겠니	열람실에서 조용히 속삭인다고 생각하겠지만 너희 빼고 다 조용해서 다 들려 시발 제발 급식티는 버리고 오자 여기가 고등학교 야자실이니 열람실에서 놀든 자든 같이 영상을 보든 상관 안할건데 친구랑 대화하지마
오늘 올블랙으로 입었다	학점 장례식날임
혹시 대학 생활 못놀아서 후회	하시는 분 계실까요...? 전 우울증이 너무 심하게 걸려서 내내 방구석에 있엇고 과친구도 하나 못만들고 졸업이 얼마 안남았는데 여행도 한번 안가보고 시간이 너무 많이 지나서  이제와서 해보려고 하니 같이 할 사람도 없고 지난 시간이 너무 많이 후회되는데  부모님은 그냥 제가 원래 집순이라 어차피 우울증 아니었어도 집에 있지 않았을까? 라고 하셨어요...  취업하고 나서도 딱히 밖을 놀러다니기보다 그냥 집에서 쉬는게 좋으신 분도 계실까요...?
타대학 과잠입고 천원학식 먹으러 온 외국인	커플이 스쿠터타고 여기까지 오느라 고생이다 진짜 별 그지같은ㅋㅋㅋㅋㅋ
늦잠자서 전공 시험 못감	아니 어쩐지 일어날 때 개운하다했어
⠀	이 글을 읽고 있는 당신은 현재 거의 20년 동안 혼수상태에 빠져 있는 것이며, 우리는 새로운 의료기술을 시도하고 있습니다. 우리는 당신이 꾸는 꿈속의 어느 곳에서 당신이 이 메시지를 만나게 될지 알 수 없지만. 반드시 성공이길 바랍니다. 부디 그만 꿈에서 깨어나세요. 모두가 기다리고 있습니다
애긔	까망이
근데 누가 자꾸	모든 글에 좋아요 누르는걸까?
성매매에 대한 상식	정말 유익해요!
학교 담배냄새 너무 심함	학교 전체가 흡연구역도 아니고.... 뭐 좀만 걷다가 역겨운 냄새 나서 보면 담배 피우고 있음 흡연부스라도 있으면 좋은데
씨팔 기후위기 시험 너무하네	존나ㅋㅋㅋㅋㅋㅋ 어이가 없다
고대 vs 연대	고대가 좋다 빨간색 추 연대가 좋다 파란색 댓글
얘 귀엽죠 ㅠㅠㅠㅠㅠㅠ	비추 ㄴㄴㄴㄴㄴㄴㄴ
왜 내 젊은 날의 2년을 빼앗겨야만 하는가	여자애들은 교환학생이나 가있고 청춘을 즐기고 있겠지 너무 배알이 꼴린다
곱창난 내 인생 정리	1. 나는 문과 출신 졸업생이다. -> 한때 고시를 꿈꿨고, 한때 로스쿨을 꿈꿨지만, 낮은 학점, 낮은 리트, 형편없는 피셋 실력에 전부 다 포기.  2. 키 168 몸무게 95kg 초고도비만이다. -> 한때 살을 뺐지만 요요로 인해 다시 쪘고, 다시 또 그 다이어트를 해야한다는 생각에 좌절감 무력감 허무함을 느끼는 중. 남자이지만 작은 키, 어릴때부터 운동 안 좋아함, 지금도 안 좋아함, 재미없음 하고싶지 않음 그러나 해야 함. 그래서 더 좌절감 느낌  3. 빚만 1700만원. 토스 비상금대출 300만원 + 햇살론 유스 600만원 + 한국장학재단 생활비대출 및 학자금 대출(800만원) -> 전부 도박, 게임, 유흥, 배달음식에 탕진함. 주식투자에 실패했으면 말이라도 안 함. 주식 코인은 할줄도 모름.  4. 직업 없음, 인턴 경험 없음, 토익 토플 등 공인영어성적 없음, 제2 외국어 성적 없음, 자소서 써본적 없음, 한국사 자격증 없음, 컴퓨터활용능력 자격증 및 공부경험 없음, 알바경험만 있음  5. 우울증 무기력증 -> 병원 못 가봄 가볼 용기 안 남, 갈 돈도 없음, 하루하루 어떻게 죽지 생각만 함. 이 글을 읽는 사람마저 기운 빠지게 만듦.  6. 유튜브 쇼츠, 인스타(가계정)릴스 등 숏폼 영상 하루에 5시간 이상 시청. 뇌 녹는 중, 장기간 집중력 매우 저하, 글을 오래 못 읽겠음, 창의력 상실, 현실도피적 성향 과다  7. 과자(단당류) 중독(하루에 과자로 섭취하는 칼로리만 1800kcal는 넘음. 이외에 기타 음식 합치면 하루에 3200kcal는 먹음. 당연히 운동 안 하고 바로 눕고 살찜.)  8. 학업, 취업준비, 경제상황, 성격, 외모, 건강 등 상상가능한 모든방면에서 ㅆ창남.  이 인생을 내가 어떻게 하나씩 바로잡아야할지 감이 안 잡힘  그냥 다 놔두고 도망쳐서 트럭치여서 이세계전생하고싶음  그냥 내 현생은 여기까지인거같음  신고는 하지말아주셈 안죽을거임 그냥 말이 그렇다고  댓글로 뭐부터 할지 좀 알려주라 얘들아
포토이즘 쇼핑백 가져가신분	그랑핸드 향수 들어있는 쇼핑백 8시 15-30분 사이에 가져가신 분 실수로 가져가신 것 같은데 주인입니다 쪽지 주세요  + 사장님한테 이미 연락했고 오늘내로 연락 안주시면 신고합니다
엄마보고싶다	집이 그립구나
그냥 질문게시판을 만들어줬으면	졸업생 대화하라고 만든게시판인데 하루종일 재학생 질문만 올라오네
경영대 대동제 협문스탠딩코미디하면 보러 올 사람??	협문을 주제로 스탠딩코미디 하면 보러 올거임?
2023 고려대학교 수시 입결	ㅇㅇ
핫게 우울증글 보니 한국은 정신병에 대한 인식 처참함	우울증이 아직도 운동하고 씻고 마음가짐 바로하고 이딴걸로 해결할 수 있다고 생각하는 사람들이 너무 많음 우울증은 질병임
시간 빠르기 체감.....	얘네 내년에 30살임
절대 까먹을 수 없는 영단어....JPG	ㅅㅂ
안돼… 그러다가는 대학원으로 가버렷!	진짜 개무섭다
경원 튜토리얼	왜 맞은 문제가 없지?ㅋㅋㅋㅋㅋㅋㅠ엥?어?뭐? ㅇㅈㄹ하면서 보고있음
따봉충 꼴보기싫으면 개추	ㅋㅋ킹받음
허약체질들아	이미 졸업한 화석인데 학교다닐때도 건강 안 좋고, 잠 많은 친구들은 가급적 진로를 정할때 돈보단 시간이 자유로운 직업을 고르는게 좋아  그나이쯤엔 취업 평범히해서 30년 다닐거라 다들 생각하는데 의외로 30년 버티는 사람 없다 우리 나라 과로문화 심한건 다들 알거고, 학교다닐때 한번쯤 체력 후달린다고 진심으로 느껴본 사람이면 (초중때부터 쉬는시간에 낮잠잔다던지/게임밤샘말고) 직장 30년 다니는거 건강때문에 못다니는 경우가 많을거라 생각해  그래서 교대가라고 어른들이 많이 그러잖아 교대 가라는건 아니고 허약체질인 사람은 자신의 체력에 과신하지 말고 그나마 젊을때 최대한 노력해서 사기업 가지말고 시간자유로운 직종 찾아  어제 회식하고나서 ...며칠을 장염으로 뻗어있는데... 몸이 이제 한계가 느껴져서.. 퇴사준비중이다
모동숲에서도 크잠을 입고 다닌답니다	흑잠도 한번 만들어 보았어요!
예전 버거킹 자리에 빵집 들어오나보네	공사장 앞에 설계도에 The Bake라고 적혀있음
연애 고민 중에서도	썸 타기 직전 짝사랑 고민 듣는 게 재밌어 풋풋한 느낌 해피엔딩을 응원해
2024학년도 입시부터 고려대학교 전기전자공학부 정원 56명 늘어난대	고대 전전 규모 엄청 커질듯  서울 고려 연세 중에서 제일 큰 규모됨  고대 전전 정원 164명 —> 220명  아무런 ‘조건 없이’ 고대 정원 순증가함  (다른 학과 감축 없이)  이번 정부에서 첨단학과 인재를 육성하고자 수도권 대학에도 아무런 제한 없이 증원이나 학과 신설을 허가했음
반페미=일베 이런 프레임은 왜 쓰는거야?	정상인 입장에선 일베도 싫고 페미도 싫을수도 있는거 아닌가?
박원순, jms는 입꾹닫하면서ㅋㅋㅋㅋ	1, 2, 3심 전부 무죄 판결 나와서 확정된 사람한테는 어떻게든 성폭행 프레임 씌우려는 그들ㅋㅋㅋㅋㅋ 심지어 1심은 국민참여재판ㅋㅋㅋㅋ
친구한테 생일 선물로 이거 받았는데	고소 가능한 부분이냐?
안암역에 사이비	역사 내 돌아다니면서 플레이리스트 공유해달라는 수법으로 접근합니다!  남자 1인이었고 주된 특징은  - 자꾸 이게 데이터 수집을 위함을 강조함 - 자꾸 맥락 없이 칭찬을 함  별 경각심 없이 그냥 답해줬는데 마지막에 심리테스트 '체험' 을 권유하길래 바로 런함 아무튼 조심하세요~
너무 슬퍼....	교수님께서 너무 우리를 과대평가하셔.. 설명하시다가 '이건 제가 부연설명 안 드려도 되죠?ㅎ' '이건 굳이 안 쓸게요ㅎ' '이건 당연히 이렇게 되겠죠?ㅎ' '여기까진 너무 기본적인 내용이죠?ㅎ' 라고 하시는데 어질어질하더라구...  근데 앞쪽 라인에 공부 잘하는 친구들이 고개 끄덕끄덕거리는거보고 우리를 과대평가하시는게 아니라 내가 병X이었구나를 느껴...😄  간혹 내가 살짝 고개를 저으면 교수님께서 '세상에....그냥 처음부터 다.시. 설명할게요^^'라던가 '그냥 설명 해.줄.게.요 후우우우' 라며 눈치주셔서 숨이 막혀..  알려주셔서 감사합니다만 정말 울고 싶어요.... 사실 설명해주셔도 무슨 말을 하려고 하시는지 이해가 안 돼요..그냥 제가 부족한 탓이에요ㅠㅠ 휴우우우
과잠 특징	소매를 인조가죽으로 제작한 과잠이 하나쯤 있을 거야  인조가죽 특성상 관리를 하지 않으면 구매 이후 한 번도 안 입어도 8년쯤 뒤엔 접힌 부위가 갈라짐  이쯤 되면 버린다던지 선택이 필요하게 되는데 난 인조가죽이 사용된 부위를 통째로 잘라버리고 조끼로 만듦  손재주가 있으면 좀 더 예쁘게 마무리할 수 있겠지만 집에서만 입을 예정이니 상관 없겠지  장기간 입지 않고 보관할 학우들은 옷소매 안에 부피감 있는 걸 넣어서 접힌 부분이 갈라지는 상황을 방지하면 나처럼 하지 않아도 될 거야 안 접힌 부분은 그래도 좀 덜하거든
